t,mag_x,mag_y,mag_z,yaw_mag_deg,yaw_filter_deg,accepted
731.0203,-15.8,-105.6,-308.8,90.75,91.44,1
731.1552,-11.6,-106.5,-314.7,88.52,91.37,1
731.2916,-15.8,-106.5,-307.9,90.71,91.34,1
731.4270,-16.8,-106.5,-312.7,91.12,91.33,1
731.5625,-15.8,-103.6,-312.7,90.28,91.32,1
731.6969,-17.9,-106.5,-310.8,91.38,91.32,1
731.8317,-16.8,-113.4,-310.8,90.79,91.31,1
731.9706,-16.8,-107.5,-316.6,91.90,91.32,1
732.1051,-17.9,-106.5,-314.7,92.50,91.34,1
732.2409,-16.8,-105.6,-313.7,92.05,91.34,1
732.3779,-21.0,-106.5,-313.7,94.19,91.26,1
732.5131,-17.9,-110.4,-309.8,92.58,91.24,1
732.6481,-15.8,-107.5,-312.7,91.58,91.24,1
732.7859,-20.0,-105.6,-305.9,93.92,91.27,1
732.9244,-13.7,-107.5,-309.8,90.76,91.24,1
733.0579,-15.8,-106.5,-309.8,92.07,91.24,1
733.1946,-17.9,-106.5,-312.7,93.25,91.25,1
733.3309,-20.0,-105.6,-312.7,94.24,91.28,1
733.4645,-13.7,-105.6,-315.7,90.74,91.27,1
733.6026,-16.8,-109.5,-316.6,92.57,91.29,1
733.7365,-18.9,-107.5,-314.7,93.45,91.31,1
733.8698,-15.8,-109.5,-311.8,91.86,91.31,1
733.9956,-18.9,-103.6,-313.7,93.56,91.34,1
734.1213,-15.8,-108.5,-314.7,91.88,91.33,1
734.2541,-13.7,-106.5,-314.7,90.84,91.32,1
734.3892,-15.8,-107.5,-310.8,91.80,91.40,1
734.5260,-14.7,-110.4,-313.7,91.29,91.40,1
734.6595,-20.0,-106.5,-313.7,94.14,91.42,1
734.7949,-15.8,-109.5,-310.8,91.93,91.42,1
734.9341,-15.8,-107.5,-309.8,92.05,91.41,1
735.0669,-13.7,-106.5,-311.8,90.99,91.40,1
735.2013,-18.9,-108.5,-316.6,93.45,91.42,1
735.3349,-17.9,-107.5,-315.7,92.97,91.31,1
735.4689,-13.7,-106.5,-313.7,90.76,91.34,1
735.6017,-14.7,-104.6,-315.7,91.26,91.23,1
735.7372,-13.7,-111.4,-310.8,90.78,91.24,1
735.8715,-15.8,-108.5,-314.7,91.72,91.24,1
736.0070,-15.8,-107.5,-311.8,91.87,91.27,1
736.1416,-13.7,-101.6,-309.8,90.81,91.26,1
736.2770,-17.9,-102.6,-310.8,92.89,91.28,1
736.4098,-14.7,-105.6,-312.7,91.11,91.24,1
736.5447,-14.7,-103.6,-314.7,91.17,91.24,1
736.6788,-14.7,-103.6,-311.8,91.35,91.24,1
736.8129,-14.7,-105.6,-312.7,91.27,91.24,1
736.9496,-18.9,-106.5,-317.6,93.31,91.16,1
737.0846,-13.7,-109.5,-309.8,90.80,91.17,1
737.2180,-12.6,-105.6,-314.7,90.36,91.16,1
737.3535,-15.8,-109.5,-313.7,91.66,91.13,1
737.4875,-15.8,-110.4,-314.7,91.62,91.13,1
737.6223,-16.8,-103.6,-317.6,92.83,91.18,1
737.7594,-13.7,-107.5,-313.7,91.39,91.18,1
737.8952,-15.8,-109.5,-314.7,92.49,91.19,1
738.0312,-13.7,-110.4,-310.8,91.50,91.19,1
738.1673,-12.6,-106.5,-314.7,91.06,91.18,1
738.3019,-15.8,-105.6,-310.8,92.73,91.18,1
738.4357,-10.5,-108.5,-312.7,90.02,91.16,1
738.5698,-15.8,-104.6,-311.8,92.79,91.17,1
738.7039,-12.6,-107.5,-311.8,90.81,91.17,1
738.8373,-15.8,-105.6,-317.6,92.36,91.18,1
738.9736,-13.7,-108.5,-312.7,91.34,91.17,1
739.1078,-15.8,-103.6,-312.7,92.56,91.17,1
739.2414,-20.0,-105.6,-313.7,94.74,91.20,1
739.3756,-14.7,-111.4,-309.8,91.92,91.21,1
739.5107,-17.9,-109.5,-315.7,93.45,91.21,1
739.6430,-16.8,-106.5,-307.9,93.14,91.23,1
739.7779,-17.9,-107.5,-314.7,93.54,91.25,1
739.9144,-17.9,-105.6,-314.7,93.63,91.27,1
740.0471,-20.0,-105.6,-315.7,94.69,91.30,1
740.1806,-16.8,-105.6,-311.8,93.07,91.31,1
740.3143,-17.9,-107.5,-314.7,93.43,91.33,1
740.4468,-21.0,-101.6,-312.7,95.07,91.36,1
740.5807,-15.8,-107.5,-309.8,92.29,91.37,1
740.7148,-13.7,-106.5,-310.8,91.37,91.33,1
740.8475,-16.8,-105.6,-317.6,92.69,91.34,1
740.9853,-18.9,-109.5,-312.7,93.76,91.36,1
741.1211,-18.9,-101.6,-308.8,94.17,91.39,1
741.2551,-20.0,-106.5,-316.6,94.41,91.41,1
741.3881,-15.8,-107.5,-314.7,92.12,91.40,1
741.5247,-15.8,-107.5,-314.7,92.12,91.41,1
741.6595,-17.9,-103.6,-312.7,93.44,91.43,1
741.7952,-18.9,-104.6,-315.7,93.71,91.45,1
741.9298,-16.8,-107.5,-311.8,92.61,91.47,1
742.0639,-18.9,-108.5,-316.6,93.55,91.50,1
742.1977,-17.9,-107.5,-313.7,93.19,91.51,1
742.3316,-15.8,-107.5,-313.7,92.08,91.51,1
742.4660,-14.7,-106.5,-316.6,91.47,91.51,1
742.5986,-16.8,-107.5,-313.7,92.62,91.52,1
742.7319,-15.8,-111.4,-309.8,92.04,91.52,1
742.8664,-15.8,-104.6,-312.7,92.11,91.53,1
743.0017,-20.0,-105.6,-314.7,94.23,91.56,1
743.1352,-13.7,-107.5,-311.8,90.82,91.52,1
743.2705,-14.7,-110.4,-313.7,91.37,91.52,1
743.4031,-14.7,-106.5,-315.7,91.49,91.52,1
743.5362,-13.7,-108.5,-313.7,90.88,91.51,1
743.6700,-10.5,-107.5,-308.8,89.59,91.50,1
743.8038,-16.8,-105.6,-314.7,93.01,91.48,1
743.9404,-15.8,-110.4,-316.6,92.67,91.49,1
744.0747,-20.0,-106.5,-315.7,95.12,91.51,1
744.2079,-16.8,-104.6,-314.7,93.60,91.53,1
744.3434,-15.8,-110.4,-310.8,92.94,91.54,1
744.4773,-17.9,-106.5,-311.8,93.83,91.55,1
744.6094,-13.7,-106.5,-315.7,91.73,91.56,1
744.7438,-14.7,-102.6,-310.8,92.48,91.56,1
744.8835,-15.8,-106.5,-318.6,93.02,91.57,1
745.0174,-13.7,-111.4,-310.8,91.96,91.58,1
745.1532,-17.9,-106.5,-314.7,94.26,91.59,1
745.2911,-16.8,-105.6,-315.7,93.76,91.61,1
745.4236,-17.9,-106.5,-316.6,94.24,91.63,1
745.5582,-15.8,-107.5,-311.8,93.39,91.64,1
745.6951,-20.0,-105.6,-312.7,95.16,91.67,1
745.8321,-15.8,-105.6,-309.8,93.01,91.67,1
745.9671,-13.7,-104.6,-314.7,91.78,91.68,1
746.1033,-15.8,-106.5,-311.8,92.84,91.65,1
746.2378,-14.7,-107.5,-312.7,92.08,91.66,1
746.3704,-15.8,-108.5,-308.8,92.57,91.66,1
746.5080,-15.8,-109.5,-313.7,92.47,91.67,1
746.6440,-15.8,-108.5,-311.8,92.45,91.68,1
746.7771,-13.7,-108.5,-309.8,91.45,91.70,1
746.9147,-13.7,-108.5,-309.8,91.54,91.70,1
747.0394,-15.8,-113.4,-306.9,92.57,91.71,1
747.1704,-15.8,-109.5,-312.7,92.50,91.69,1
747.3068,-15.8,-104.6,-313.7,92.58,91.70,1
747.4432,-14.7,-106.5,-311.8,91.98,91.70,1
747.5785,-11.6,-108.5,-312.7,90.09,91.68,1
747.7127,-15.8,-107.5,-311.8,92.23,91.69,1
747.8502,-14.7,-108.5,-316.6,91.60,91.69,1
747.9870,-15.8,-108.5,-316.6,92.12,91.69,1
748.1202,-16.8,-104.6,-311.8,92.68,91.69,1
748.2571,-15.8,-111.4,-308.8,92.04,91.70,1
748.3908,-15.8,-106.5,-314.7,91.88,91.70,1
748.5248,-15.8,-104.6,-315.7,91.91,91.71,1
748.6623,-16.8,-108.5,-310.8,92.59,91.71,1
748.7970,-17.9,-111.4,-313.7,93.29,91.71,1
748.9362,-17.9,-109.5,-312.7,93.42,91.72,1
749.0575,-14.7,-106.5,-313.7,91.87,91.72,1
749.1928,-13.7,-104.6,-312.7,91.15,91.71,1
749.3281,-15.8,-105.6,-313.7,92.17,91.72,1
749.4627,-14.7,-109.5,-310.8,91.66,91.72,1
749.5967,-12.6,-110.4,-311.8,90.70,91.71,1
749.7335,-14.7,-107.5,-315.7,91.85,91.71,1
749.8662,-15.8,-110.4,-313.7,92.45,91.71,1
749.9918,-18.9,-111.4,-311.8,93.98,91.72,1
750.1258,-12.6,-107.5,-313.7,90.68,91.71,1
750.2596,-14.7,-106.5,-312.7,91.77,91.71,1
750.3968,-14.7,-104.6,-314.7,91.87,91.74,1
750.5315,-14.7,-110.4,-315.7,92.14,91.74,1
750.6645,-13.7,-104.6,-313.7,91.94,91.75,1
750.8025,-15.8,-106.5,-308.8,93.08,91.76,1
750.9383,-15.8,-103.6,-314.7,93.06,91.77,1
751.0742,-15.8,-109.5,-313.7,92.67,91.78,1
751.2092,-12.6,-108.5,-315.7,91.35,91.78,1
751.3455,-20.0,-109.5,-317.6,94.98,91.80,1
751.4819,-17.9,-109.5,-309.8,94.31,91.81,1
751.6156,-18.9,-108.5,-313.7,94.80,91.83,1
751.7511,-14.7,-106.5,-315.7,92.69,91.83,1
751.8883,-14.7,-106.5,-310.8,92.64,91.84,1
752.0246,-12.6,-108.5,-319.6,91.42,91.84,1
752.1596,-21.0,-105.6,-311.8,95.79,91.87,1
752.2952,-15.8,-108.5,-314.7,92.98,91.88,1
752.4325,-16.8,-108.5,-314.7,93.66,91.90,1
752.5649,-17.9,-103.6,-317.6,94.33,91.92,1
752.7021,-15.8,-106.5,-312.7,93.26,91.94,1
752.8391,-15.8,-106.5,-310.8,93.34,91.95,1
752.9741,-13.7,-109.5,-313.7,92.03,91.94,1
753.1105,-15.8,-106.5,-312.7,93.20,91.95,1
753.2481,-15.8,-109.5,-309.8,93.06,91.97,1
753.3824,-17.9,-107.5,-312.7,94.09,91.99,1
753.5203,-17.9,-106.5,-313.7,94.12,92.01,1
753.6564,-14.7,-106.5,-313.7,92.72,92.02,1
753.7925,-13.7,-107.5,-312.7,92.07,92.03,1
753.9295,-14.7,-107.5,-312.7,92.69,92.03,1
754.0538,-20.0,-110.4,-311.8,95.16,92.06,1
754.1894,-20.0,-105.6,-311.8,95.32,92.09,1
754.3221,-15.8,-102.6,-313.7,92.94,92.11,1
754.4593,-13.7,-108.5,-314.7,91.65,92.11,1
754.5954,-15.8,-105.6,-315.7,92.73,92.12,1
754.7297,-18.9,-107.5,-314.7,94.44,92.14,1
754.8670,-17.9,-105.6,-312.7,94.07,92.15,1
755.0048,-18.9,-105.6,-309.8,94.95,92.18,1
755.1392,-12.6,-107.5,-312.7,91.59,92.18,1
755.2757,-15.8,-106.5,-314.7,93.12,92.19,1
755.4108,-14.7,-109.5,-313.7,92.43,92.19,1
755.5477,-20.0,-108.5,-316.6,95.06,92.21,1
755.6829,-16.8,-106.5,-314.7,93.66,92.24,1
755.8183,-15.8,-107.5,-315.7,92.91,92.25,1
755.9578,-13.7,-106.5,-311.8,91.88,92.25,1
756.0922,-16.8,-107.5,-313.7,93.40,92.26,1
756.2273,-13.7,-104.6,-313.7,91.76,92.26,1
756.3635,-14.7,-106.5,-308.8,92.32,92.26,1
756.4981,-16.8,-105.6,-312.7,93.32,92.28,1
756.6333,-14.7,-103.6,-315.7,92.39,92.28,1
756.7695,-15.8,-105.6,-318.6,92.70,92.29,1
756.9084,-18.9,-102.6,-310.8,94.67,92.31,1
757.0420,-16.8,-108.5,-311.8,93.37,92.32,1
757.1791,-16.8,-108.5,-315.7,93.19,92.33,1
757.3166,-16.8,-108.5,-318.6,93.12,92.34,1
757.4493,-15.8,-107.5,-309.8,92.86,92.25,1
757.5833,-14.7,-105.6,-314.7,92.27,92.25,1
757.7175,-17.9,-110.4,-311.8,93.74,92.26,1
757.8521,-15.8,-106.5,-308.8,92.88,92.27,1
757.9890,-18.9,-105.6,-312.7,94.69,92.29,1
758.1234,-17.9,-108.5,-316.6,94.01,92.31,1
758.2570,-10.5,-107.5,-312.7,90.68,92.30,1
758.3908,-15.8,-108.5,-312.7,93.33,92.31,1
758.5248,-15.8,-103.6,-312.7,93.07,92.32,1
758.6571,-12.6,-106.5,-309.8,91.44,92.31,1
758.7922,-15.8,-107.5,-315.7,92.94,92.29,1
758.9301,-14.7,-108.5,-315.7,92.36,92.28,1
759.0628,-14.7,-111.4,-316.6,92.30,92.30,1
759.1975,-16.8,-111.4,-311.8,93.49,92.33,1
759.3319,-18.9,-111.4,-314.7,94.53,92.36,1
759.4652,-14.7,-112.4,-310.8,92.51,92.36,1
759.5994,-15.8,-108.5,-316.6,92.96,92.37,1
759.7338,-15.8,-108.5,-311.8,92.96,92.38,1
759.8668,-13.7,-109.5,-315.7,92.07,92.37,1
760.0033,-13.7,-110.4,-314.7,91.98,92.37,1
760.1376,-12.6,-107.5,-314.7,91.49,92.35,1
760.2710,-14.7,-108.5,-314.7,92.28,92.36,1
760.4053,-14.7,-105.6,-315.7,92.25,92.36,1
760.5408,-16.8,-106.5,-312.7,92.93,92.35,1
760.6755,-15.8,-106.5,-312.7,92.43,92.35,1
760.8126,-20.0,-109.5,-312.7,94.67,92.37,1
760.9522,-13.7,-106.5,-316.6,91.49,92.37,1
761.0883,-14.7,-104.6,-316.6,92.03,92.37,1
761.2253,-15.8,-106.5,-313.7,92.56,92.38,1
761.3590,-11.6,-108.5,-312.7,90.37,92.36,1
761.4921,-20.0,-106.5,-314.7,94.59,92.37,1
761.6301,-15.8,-108.5,-309.8,92.35,92.38,1
761.7664,-18.9,-106.5,-311.8,94.05,92.39,1
761.9016,-13.7,-105.6,-310.8,91.58,92.39,1
762.0373,-12.6,-110.4,-309.8,91.14,92.40,1
762.1619,-15.8,-104.6,-316.6,92.80,92.40,1
762.2944,-18.9,-111.4,-312.7,94.21,92.43,1
762.4311,-14.7,-107.5,-314.7,92.22,92.43,1
762.5677,-23.1,-109.5,-306.9,96.41,92.49,1
762.7035,-17.9,-106.5,-311.8,93.78,92.49,1
762.8382,-14.7,-106.5,-314.7,92.13,92.49,1
762.9627,-15.8,-103.6,-312.7,92.85,92.50,1
763.0969,-20.0,-110.4,-314.7,94.71,92.52,1
763.2306,-14.7,-105.6,-311.8,92.50,92.51,1
763.3670,-15.8,-105.6,-310.8,93.05,92.52,1
763.5037,-14.7,-109.5,-317.6,92.48,92.53,1
763.6352,-15.8,-108.5,-309.8,93.13,92.55,1
763.7715,-14.7,-104.6,-315.7,92.56,92.55,1
763.9092,-15.8,-106.5,-309.8,92.95,92.56,1
764.0417,-16.8,-103.6,-311.8,93.32,92.58,1
764.1779,-15.8,-106.5,-316.6,92.68,92.59,1
764.3147,-20.0,-105.6,-315.7,94.90,92.60,1
764.4487,-14.7,-106.5,-312.7,92.21,92.60,1
764.5801,-16.8,-105.6,-316.6,93.23,92.59,1
764.7162,-15.8,-108.5,-310.8,92.64,92.60,1
764.8526,-16.8,-107.5,-312.7,93.13,92.60,1
764.9883,-12.6,-105.6,-314.7,90.95,92.60,1
765.1215,-13.7,-105.6,-311.8,91.51,92.60,1
765.2564,-18.9,-108.5,-316.6,94.13,92.61,1
765.3894,-16.8,-110.4,-310.8,93.06,92.63,1
765.5249,-17.9,-105.6,-314.7,93.89,92.63,1
765.6595,-16.8,-107.5,-316.6,93.19,92.64,1
765.7937,-15.8,-104.6,-311.8,92.84,92.64,1
765.9303,-14.7,-104.6,-309.8,92.31,92.65,1
766.0627,-16.8,-110.4,-308.8,93.30,92.65,1
766.1963,-18.9,-110.4,-316.6,93.96,92.66,1
766.3298,-15.8,-106.5,-314.7,92.54,92.66,1
766.4627,-16.8,-108.5,-312.7,93.00,92.66,1
766.5958,-13.7,-113.4,-307.9,91.40,92.65,1
766.7293,-16.8,-106.5,-311.8,93.04,92.65,1
766.8615,-15.8,-104.6,-317.6,92.50,92.69,1
766.9990,-14.7,-105.6,-313.7,91.65,92.69,1
767.1333,-14.7,-110.4,-315.7,91.53,92.66,1
767.2655,-15.8,-106.5,-314.7,92.10,92.65,1
767.3986,-14.7,-110.4,-312.7,91.52,92.65,1
767.5334,-14.7,-108.5,-314.7,91.52,92.65,1
767.6666,-15.8,-109.5,-317.6,91.97,92.65,1
767.7991,-13.7,-104.6,-311.8,91.09,92.65,1
767.9348,-13.7,-111.4,-313.7,91.00,92.63,1
768.0698,-15.8,-103.6,-315.7,91.86,92.64,1
768.2019,-17.9,-110.4,-316.6,92.77,92.64,1
768.3379,-14.7,-108.5,-313.7,91.35,92.63,1
768.4740,-16.8,-104.6,-314.7,92.52,92.64,1
768.6067,-13.7,-105.6,-313.7,90.71,92.62,1
768.7424,-14.7,-105.6,-312.7,91.26,92.62,1
768.8785,-13.7,-108.5,-316.6,90.64,92.61,1
769.0130,-20.0,-109.5,-315.7,93.80,92.62,1
769.1488,-12.6,-104.6,-312.7,90.25,92.61,1
769.2848,-13.7,-103.6,-310.8,91.13,92.59,1
769.4164,-15.8,-106.5,-313.7,92.17,92.56,1
769.5524,-14.7,-109.5,-312.7,91.77,92.54,1
769.6897,-16.8,-108.5,-314.7,92.81,92.55,1
769.8239,-15.8,-109.5,-311.8,92.28,92.54,1
769.9601,-16.8,-103.6,-308.8,92.85,92.56,1
770.0938,-14.7,-109.5,-317.6,91.49,92.56,1
770.2266,-14.7,-111.4,-315.7,91.55,92.56,1
770.3596,-16.8,-109.5,-312.7,92.57,92.58,1
770.4931,-18.9,-107.5,-313.7,93.75,92.60,1
770.6262,-17.9,-107.5,-314.7,93.19,92.60,1
770.7618,-17.9,-109.5,-317.6,93.13,92.60,1
770.8955,-11.6,-110.4,-313.7,90.10,92.59,1
771.0294,-10.5,-108.5,-311.8,89.59,92.58,1
771.1628,-15.8,-106.5,-311.8,92.23,92.57,1
771.2971,-12.6,-106.5,-316.6,90.43,92.56,1
771.4301,-14.7,-105.6,-316.6,91.53,92.55,1
771.5617,-15.8,-108.5,-310.8,92.21,92.54,1
771.6949,-13.7,-108.5,-312.7,91.06,92.53,1
771.8303,-16.8,-110.4,-314.7,92.55,92.54,1
771.9642,-15.8,-109.5,-315.7,92.19,92.54,1
772.0980,-17.9,-111.4,-308.8,93.38,92.56,1
772.2320,-15.8,-109.5,-313.7,92.36,92.56,1
772.3647,-15.8,-109.5,-315.7,92.49,92.55,1
772.4978,-14.7,-108.5,-314.7,91.97,92.55,1
772.6308,-18.9,-109.5,-313.7,94.09,92.57,1
772.7627,-21.0,-109.5,-312.7,95.15,92.58,1
772.8981,-18.9,-101.6,-313.7,94.45,92.60,1
773.0340,-15.8,-106.5,-312.7,92.39,92.60,1
773.1683,-10.5,-106.5,-319.6,89.96,92.58,1
773.3044,-16.8,-106.5,-312.7,93.34,92.59,1
773.4387,-17.9,-106.5,-315.7,93.75,92.60,1
773.5722,-15.8,-105.6,-314.7,92.98,92.60,1
773.7083,-21.0,-107.5,-313.7,95.61,92.62,1
773.8447,-13.7,-106.5,-315.7,92.28,92.62,1
773.9800,-16.8,-105.6,-312.7,93.87,92.63,1
774.1163,-15.8,-105.6,-315.7,93.40,92.64,1
774.2526,-15.8,-106.5,-311.8,93.46,92.64,1
774.3843,-14.7,-109.5,-310.8,92.84,92.64,1
774.5194,-15.8,-104.6,-313.7,93.43,92.66,1
774.6549,-16.8,-109.5,-314.7,93.88,92.67,1
774.7871,-16.8,-106.5,-314.7,93.92,92.68,1
774.9235,-13.7,-110.4,-315.7,92.15,92.67,1
775.0481,-15.8,-108.5,-312.7,93.24,92.67,1
775.1798,-13.7,-103.6,-315.7,92.15,92.69,1
775.3140,-14.7,-107.5,-314.7,92.59,92.69,1
775.4493,-15.8,-107.5,-313.7,93.05,92.70,1
775.5834,-14.7,-106.5,-315.7,92.22,92.69,1
775.7157,-13.7,-111.4,-313.7,91.63,92.68,1
775.8520,-16.8,-105.6,-313.7,93.26,92.67,1
775.9903,-15.8,-109.5,-313.7,92.49,92.68,1
776.1235,-14.7,-104.6,-311.8,92.16,92.67,1
776.2598,-15.8,-106.5,-316.6,92.50,92.66,1
776.3952,-15.8,-109.5,-317.6,92.41,92.66,1
776.5273,-14.7,-111.4,-314.7,91.89,92.66,1
776.6640,-15.8,-108.5,-309.8,92.65,92.65,1
776.7999,-15.8,-106.5,-315.7,92.61,92.65,1
776.9367,-15.8,-104.6,-316.6,92.51,92.65,1
777.0687,-16.8,-109.5,-316.6,93.07,92.66,1
777.2059,-14.7,-109.5,-319.6,92.04,92.65,1
777.3401,-12.6,-106.5,-312.7,91.42,92.64,1
777.4750,-20.0,-109.5,-316.6,95.25,92.67,1
777.6103,-13.7,-109.5,-314.7,92.13,92.67,1
777.7457,-17.9,-108.5,-319.6,94.17,92.69,1
777.8795,-14.7,-109.5,-312.7,92.65,92.68,1
778.0179,-15.8,-107.5,-317.6,93.18,92.70,1
778.1522,-15.8,-107.5,-317.6,93.19,92.70,1
778.2893,-16.8,-108.5,-312.7,93.70,92.71,1
778.4226,-20.0,-108.5,-317.6,95.21,92.73,1
778.5563,-12.6,-110.4,-311.8,91.41,92.66,1
778.6921,-15.8,-110.4,-312.7,92.95,92.66,1
778.8271,-15.8,-109.5,-313.7,92.93,92.66,1
778.9638,-15.8,-107.5,-315.7,92.92,92.69,1
779.0985,-15.8,-108.5,-313.7,92.90,92.70,1
779.2325,-13.7,-105.6,-313.7,91.87,92.69,1
779.3676,-17.9,-106.5,-314.7,94.22,92.71,1
779.5035,-16.8,-105.6,-316.6,93.68,92.72,1
779.6391,-15.8,-107.5,-308.8,93.24,92.72,1
779.7715,-15.8,-107.5,-315.7,93.11,92.73,1
779.9110,-14.7,-106.5,-315.7,92.47,92.82,1
780.0444,-18.9,-109.5,-314.7,94.44,92.83,1
780.1765,-14.7,-106.5,-312.7,92.29,92.84,1
780.3111,-14.7,-104.6,-316.6,92.13,92.83,1
780.4482,-12.6,-107.5,-307.9,91.05,92.82,1
780.5801,-14.7,-107.5,-313.7,92.01,92.81,1
780.7144,-17.9,-108.5,-314.7,93.30,92.89,1
780.8509,-18.9,-111.4,-314.7,93.79,92.90,1
780.9887,-15.8,-109.5,-310.8,92.35,92.89,1
781.1206,-16.8,-108.5,-319.6,92.71,92.88,1
781.2572,-14.7,-106.5,-314.7,91.76,92.87,1
781.3912,-18.9,-108.5,-315.7,93.88,92.89,1
781.5244,-16.8,-107.5,-313.7,92.96,92.88,1
781.6606,-18.9,-104.6,-314.7,94.11,92.87,1
781.7944,-17.9,-105.6,-317.6,93.47,92.86,1
781.9287,-15.8,-107.5,-315.7,92.39,92.86,1
782.0640,-15.8,-103.6,-310.8,92.46,92.86,1
782.2001,-11.6,-107.5,-314.7,90.17,92.84,1
782.3343,-16.8,-106.5,-311.8,92.95,92.86,1
782.4661,-13.7,-110.4,-315.7,91.25,92.86,1
782.6040,-14.7,-105.6,-310.8,91.72,92.86,1
782.7386,-13.7,-109.5,-316.6,91.51,92.84,1
782.8707,-16.8,-109.5,-310.8,93.18,92.85,1
783.0090,-17.9,-107.5,-318.6,93.60,92.85,1
783.1449,-21.0,-105.6,-315.7,95.35,92.87,1
783.2782,-14.7,-105.6,-317.6,92.09,92.86,1
783.4136,-12.6,-105.6,-315.7,90.94,92.84,1
783.5481,-15.8,-109.5,-312.7,92.52,92.83,1
783.6832,-13.7,-108.5,-318.6,91.39,92.83,1
783.8169,-14.7,-109.5,-317.6,91.82,92.86,1
783.9541,-18.9,-106.5,-314.7,93.96,92.87,1
784.0884,-12.6,-105.6,-311.8,90.80,92.85,1
784.2231,-16.8,-103.6,-316.6,92.86,92.87,1
784.3582,-14.7,-108.5,-312.7,91.48,92.86,1
784.4944,-15.8,-108.5,-316.6,91.98,92.84,1
784.6276,-17.9,-108.5,-315.7,92.75,92.84,1
784.7629,-15.8,-107.5,-311.8,91.72,92.74,1
784.9015,-13.7,-111.4,-311.8,90.58,92.72,1
785.0353,-14.7,-110.4,-308.8,91.43,92.72,1
785.1676,-15.8,-106.5,-313.7,91.93,92.72,1
785.3049,-20.0,-108.5,-311.8,94.03,92.73,1
785.4404,-15.8,-107.5,-314.7,91.94,92.72,1
785.5719,-17.9,-109.5,-314.7,92.92,92.72,1
785.7064,-13.7,-108.5,-318.6,90.71,92.70,1
785.8441,-17.9,-109.5,-309.8,93.21,92.70,1
785.9769,-16.8,-104.6,-314.7,92.92,92.70,1
786.1113,-16.8,-104.6,-314.7,93.00,92.70,1
786.2479,-13.7,-103.6,-315.7,91.41,92.69,1
786.3831,-17.9,-107.5,-312.7,93.66,92.70,1
786.5145,-15.8,-108.5,-314.7,92.58,92.78,1
786.6501,-16.8,-108.5,-315.7,93.13,92.79,1
786.7846,-15.8,-106.5,-312.7,92.59,92.78,1
786.9199,-12.6,-110.4,-314.7,90.91,92.79,1
787.0560,-17.9,-107.5,-315.7,93.65,92.80,1
787.1904,-15.8,-106.5,-313.7,92.68,92.80,1
787.3238,-15.8,-112.4,-316.6,92.51,92.80,1
787.4605,-17.9,-113.4,-316.6,93.49,92.80,1
787.5942,-11.6,-104.6,-317.6,90.62,92.68,1
787.7304,-15.8,-110.4,-308.8,92.85,92.69,1
787.8642,-17.9,-108.5,-316.6,93.69,92.60,1
788.0006,-17.9,-107.5,-312.7,93.80,92.61,1
788.1360,-15.8,-108.5,-312.7,92.85,92.62,1
788.2702,-15.8,-106.5,-318.6,92.55,92.63,1
788.4040,-15.8,-111.4,-317.6,92.44,92.62,1
788.5409,-17.9,-107.5,-315.7,93.53,92.64,1
788.6739,-14.7,-104.6,-313.7,92.05,92.65,1
788.8081,-11.6,-109.5,-315.7,90.67,92.64,1
788.9467,-15.8,-109.5,-317.6,92.92,92.65,1
789.0839,-14.7,-110.4,-313.7,92.41,92.66,1
789.2160,-16.8,-106.5,-315.7,93.45,92.67,1
789.3518,-15.8,-111.4,-313.7,92.87,92.67,1
789.4876,-20.0,-108.5,-316.6,94.98,92.69,1
789.6205,-13.7,-110.4,-307.9,91.85,92.69,1
789.7550,-15.8,-108.5,-316.6,92.83,92.69,1
789.8910,-17.9,-107.5,-316.6,93.73,92.71,1
790.0256,-14.7,-104.6,-315.7,92.16,92.71,1
790.1613,-15.8,-107.5,-315.7,92.65,92.72,1
790.2970,-16.8,-105.6,-310.8,93.41,92.73,1
790.4313,-16.8,-108.5,-314.7,93.24,92.82,1
790.5632,-17.9,-107.5,-313.7,93.82,92.83,1
790.7001,-12.6,-108.5,-315.7,91.09,92.82,1
790.8349,-14.7,-104.6,-316.6,92.03,92.83,1
790.9710,-16.8,-103.6,-315.7,93.18,92.84,1
791.1048,-12.6,-104.6,-313.7,90.86,92.79,1
791.2423,-16.8,-109.5,-311.8,92.98,92.77,1
791.3765,-15.8,-102.6,-314.7,92.63,92.76,1
791.5134,-12.6,-109.5,-314.7,90.71,92.76,1
791.6484,-13.7,-108.5,-312.7,91.25,92.75,1
791.7864,-14.7,-103.6,-316.6,91.78,92.75,1
791.9201,-18.9,-104.6,-316.6,93.69,92.76,1
792.0549,-15.8,-105.6,-312.7,92.17,92.72,1
792.1913,-14.7,-109.5,-313.7,91.48,92.62,1
792.3250,-15.8,-105.6,-313.7,92.24,92.52,1
792.4599,-13.7,-105.6,-315.7,91.17,92.54,1
792.5965,-17.9,-107.5,-311.8,93.31,92.56,1
792.7313,-14.7,-108.5,-314.7,91.66,92.55,1
792.8685,-14.7,-107.5,-311.8,91.84,92.56,1
792.9940,-17.9,-105.6,-316.6,93.53,92.57,1
793.1257,-13.7,-108.5,-313.7,91.47,92.55,1
793.2612,-14.7,-107.5,-314.7,92.01,92.55,1
793.3973,-17.9,-106.5,-311.8,93.71,92.57,1
793.5337,-18.9,-108.5,-312.7,94.09,92.58,1
