t,p_hpa,t_c,isa_alt_m,qnh_offset_m,alt_above_ref_m,accepted
1649.2748,1008.65,22.2,39.36,+65.99,-31.35,1
1649.4074,1008.66,22.2,39.27,+65.99,-31.44,1
1649.5418,1008.62,22.2,39.61,+65.99,-31.10,1
1649.6755,1008.68,22.2,39.10,+65.99,-31.61,1
1649.8086,1008.65,22.2,39.36,+65.99,-31.35,1
1649.9476,1008.60,22.2,39.78,+65.91,-31.00,1
1650.0825,1008.62,22.2,39.61,+65.91,-31.18,1
1650.2154,1008.66,22.2,39.27,+65.91,-31.52,1
1650.3487,1008.59,22.2,39.87,+65.91,-30.92,1
1650.4835,1008.65,22.2,39.36,+65.91,-31.43,1
1650.6173,1008.62,22.2,39.61,+65.91,-31.18,1
1650.7516,1008.57,22.2,40.04,+65.91,-30.75,1
1650.8863,1008.58,22.2,39.96,+65.91,-30.83,1
1651.0219,1008.69,22.2,39.01,+65.79,-31.90,1
1651.1554,1008.61,22.2,39.70,+65.79,-31.22,1
1651.2900,1008.57,22.2,40.04,+65.79,-30.87,1
1651.4229,1008.60,22.2,39.78,+65.79,-31.13,1
1651.5564,1008.53,22.2,40.38,+65.79,-30.53,1
1651.6916,1008.64,22.2,39.44,+65.79,-31.47,1
1651.8237,1008.55,22.2,40.21,+65.79,-30.70,1
1651.9488,1008.58,22.2,39.96,+65.64,-31.10,1
1652.0824,1008.64,22.2,39.44,+65.64,-31.61,1
1652.2151,1008.62,22.2,39.61,+65.64,-31.44,1
1652.3484,1008.62,22.2,39.61,+65.64,-31.44,1
1652.4817,1008.56,22.2,40.13,+65.64,-30.93,1
1652.6149,1008.64,22.2,39.44,+65.64,-31.61,1
1652.7487,1008.59,22.2,39.87,+65.64,-31.19,1
1652.8835,1008.65,22.2,39.36,+65.64,-31.70,1
1653.0215,1008.59,22.2,39.87,+65.52,-31.31,1
1653.1545,1008.61,22.2,39.70,+65.52,-31.48,1
1653.2905,1008.57,22.2,40.04,+65.52,-31.14,1
1653.4243,1008.64,22.2,39.44,+65.52,-31.74,1
1653.5567,1008.54,22.2,40.30,+65.52,-30.88,1
1653.6915,1008.58,22.2,39.96,+65.52,-31.23,1
1653.8276,1008.59,22.2,39.87,+65.52,-31.31,1
1653.9638,1008.61,22.2,39.70,+65.35,-31.65,1
1654.0987,1008.60,22.2,39.78,+65.35,-31.56,1
1654.2338,1008.58,22.2,39.96,+65.35,-31.39,1
1654.3677,1008.62,22.2,39.61,+65.35,-31.73,1
1654.5009,1008.62,22.2,39.61,+65.35,-31.73,1
1654.6351,1008.46,22.2,40.99,+65.35,-30.36,1
1654.7677,1008.57,22.2,40.04,+65.35,-31.30,1
1654.9037,1008.62,22.2,39.61,+65.35,-31.73,1
1655.0396,1008.59,22.2,39.87,+65.19,-31.64,1
1655.1722,1008.54,22.2,40.30,+65.19,-31.21,1
1655.3069,1008.58,22.2,39.96,+65.19,-31.55,1
1655.4423,1008.56,22.2,40.13,+65.19,-31.38,1
1655.5746,1008.66,22.2,39.27,+65.19,-32.24,1
1655.7093,1008.61,22.2,39.70,+65.19,-31.81,1
1655.8442,1008.61,22.2,39.70,+65.19,-31.81,1
1655.9809,1008.59,22.1,39.86,+65.02,-31.82,1
1656.1137,1008.65,22.2,39.36,+65.02,-32.33,1
1656.2488,1008.56,22.1,40.11,+65.02,-31.57,1
1656.3814,1008.63,22.1,39.51,+65.02,-32.17,1
1656.5162,1008.56,22.1,40.11,+65.02,-31.57,1
1656.6493,1008.58,22.1,39.94,+65.02,-31.74,1
1656.7836,1008.51,22.1,40.54,+65.02,-31.14,1
1656.9169,1008.52,22.1,40.46,+65.02,-31.22,1
1657.0420,1008.53,22.1,40.37,+64.83,-31.49,1
1657.1758,1008.52,22.1,40.46,+64.83,-31.41,1
1657.3070,1008.53,22.1,40.37,+64.83,-31.49,1
1657.4407,1008.54,22.1,40.29,+64.83,-31.58,1
1657.5746,1008.56,22.1,40.11,+64.83,-31.75,1
1657.7084,1008.54,22.1,40.29,+64.83,-31.58,1
1657.8415,1008.59,22.1,39.86,+64.83,-32.01,1
1657.9800,1008.59,22.1,39.86,+64.67,-32.17,1
1658.1156,1008.55,22.1,40.20,+64.67,-31.83,1
1658.2488,1008.55,22.1,40.20,+64.67,-31.83,1
1658.3834,1008.55,22.1,40.20,+64.67,-31.83,1
1658.5180,1008.53,22.1,40.37,+64.67,-31.66,1
1658.6509,1008.51,22.1,40.54,+64.67,-31.48,1
1658.7852,1008.52,22.1,40.46,+64.67,-31.57,1
1658.9200,1008.56,22.1,40.11,+64.67,-31.91,1
1659.0566,1008.59,22.1,39.86,+64.49,-32.35,1
1659.1917,1008.52,22.1,40.46,+64.49,-31.75,1
1659.3260,1008.49,22.1,40.71,+64.49,-31.50,1
1659.4593,1008.57,22.1,40.03,+64.49,-32.18,1
1659.5935,1008.47,22.1,40.89,+64.49,-31.32,1
1659.7290,1008.56,22.1,40.11,+64.49,-32.10,1
1659.8613,1008.51,22.1,40.54,+64.49,-31.67,1
1659.9976,1008.60,22.1,39.77,+64.27,-32.66,1
1660.1318,1008.50,22.1,40.63,+64.27,-31.80,1
1660.2658,1008.47,22.1,40.89,+64.27,-31.54,1
1660.4003,1008.54,22.1,40.29,+64.27,-32.14,1
1660.5335,1008.55,22.1,40.20,+64.27,-32.23,1
1660.6648,1008.50,22.1,40.63,+64.27,-31.80,1
1660.8000,1008.51,22.1,40.54,+64.27,-31.89,1
1660.9373,1008.51,22.1,40.54,+64.04,-32.12,1
1661.0701,1008.57,22.1,40.03,+64.04,-32.63,1
1661.2053,1008.57,22.1,40.03,+64.04,-32.63,1
1661.3411,1008.57,22.1,40.03,+64.04,-32.63,1
1661.4757,1008.49,22.1,40.71,+64.04,-31.94,1
1661.6075,1008.53,22.1,40.37,+64.04,-32.29,1
1661.7419,1008.59,22.1,39.86,+64.04,-32.80,1
1661.8792,1008.45,22.1,41.06,+64.04,-31.60,1
1662.0146,1008.51,22.1,40.54,+63.75,-32.41,1
1662.1469,1008.50,22.1,40.63,+63.75,-32.32,1
1662.2820,1008.45,22.1,41.06,+63.75,-31.89,1
1662.4158,1008.46,22.1,40.97,+63.75,-31.98,1
1662.5503,1008.45,22.1,41.06,+63.75,-31.89,1
1662.6851,1008.43,22.1,41.23,+63.75,-31.72,1
1662.8183,1008.49,22.1,40.71,+63.75,-32.24,1
1662.9564,1008.52,22.1,40.46,+63.43,-32.81,1
1663.0907,1008.49,22.1,40.71,+63.43,-32.55,1
1663.2241,1008.49,22.1,40.71,+63.43,-32.55,1
1663.3586,1008.47,22.1,40.89,+63.43,-32.38,1
1663.4943,1008.57,22.1,40.03,+63.43,-33.24,1
1663.6269,1008.48,22.1,40.80,+63.43,-32.47,1
1663.7617,1008.48,22.1,40.80,+63.43,-32.47,1
1663.8970,1008.39,22.1,41.57,+63.43,-31.69,1
1664.0343,1008.51,22.1,40.54,+63.09,-33.07,1
1664.1667,1008.46,22.1,40.97,+63.09,-32.64,1
1664.3002,1008.36,22.1,41.83,+63.09,-31.78,1
1664.4332,1008.48,22.1,40.80,+63.09,-32.81,1
1664.5681,1008.52,22.1,40.46,+63.09,-33.15,1
1664.7015,1008.44,22.1,41.14,+63.09,-32.47,1
1664.8344,1008.44,22.1,41.14,+63.09,-32.47,1
1664.9721,1008.44,22.1,41.14,+62.79,-32.77,1
1665.1048,1008.56,22.2,40.13,+62.79,-33.79,1
1665.2382,1008.47,22.1,40.89,+62.79,-33.03,1
1665.3714,1008.46,22.1,40.97,+62.79,-32.94,1
1665.5050,1008.46,22.2,40.99,+62.79,-32.93,1
1665.6393,1008.45,22.1,41.06,+62.79,-32.86,1
1665.7721,1008.46,22.1,40.97,+62.79,-32.94,1
1665.9074,1008.48,22.2,40.81,+62.79,-33.10,1
1666.0461,1008.46,22.2,40.99,+62.52,-33.19,1
1666.1801,1008.46,22.2,40.99,+62.52,-33.19,1
1666.3148,1008.49,22.2,40.73,+62.52,-33.45,1
1666.4494,1008.50,22.2,40.64,+62.52,-33.53,1
1666.5824,1008.48,22.2,40.81,+62.52,-33.36,1
1666.7179,1008.50,22.2,40.64,+62.52,-33.53,1
1666.8535,1008.48,22.2,40.81,+62.52,-33.36,1
1666.9897,1008.43,22.2,41.24,+62.28,-33.17,1
1667.1231,1008.45,22.2,41.07,+62.28,-33.35,1
1667.2579,1008.47,22.2,40.90,+62.28,-33.52,1
1667.3897,1008.44,22.2,41.16,+62.28,-33.26,1
1667.5228,1008.48,22.2,40.81,+62.28,-33.60,1
1667.6558,1008.51,22.2,40.56,+62.28,-33.86,1
1667.7903,1008.44,22.2,41.16,+62.28,-33.26,1
1667.9287,1008.44,22.2,41.16,+62.06,-33.49,1
1668.0614,1008.49,22.2,40.73,+62.06,-33.92,1
1668.1941,1008.46,22.2,40.99,+62.06,-33.66,1
1668.3300,1008.49,22.2,40.73,+62.06,-33.92,1
1668.4643,1008.44,22.2,41.16,+62.06,-33.49,1
1668.5963,1008.37,22.2,41.76,+62.06,-32.89,1
1668.7308,1008.45,22.2,41.07,+62.06,-33.57,1
1668.8672,1008.45,22.2,41.07,+62.06,-33.57,1
1669.0031,1008.47,22.2,40.90,+61.85,-33.95,1
1669.1376,1008.44,22.2,41.16,+61.85,-33.69,1
1669.2732,1008.46,22.2,40.99,+61.85,-33.86,1
1669.4069,1008.44,22.2,41.16,+61.85,-33.69,1
1669.5411,1008.38,22.2,41.67,+61.85,-33.17,1
1669.6759,1008.46,22.2,40.99,+61.85,-33.86,1
1669.8087,1008.46,22.2,40.99,+61.85,-33.86,1
1669.9346,1008.44,22.2,41.16,+61.68,-33.86,1
1670.0676,1008.37,22.2,41.76,+61.68,-33.26,1
1670.2023,1008.39,22.2,41.59,+61.68,-33.43,1
1670.3350,1008.44,22.2,41.16,+61.68,-33.86,1
1670.4705,1008.44,22.2,41.16,+61.68,-33.86,1
1670.6048,1008.44,22.2,41.16,+61.68,-33.86,1
1670.7379,1008.45,22.2,41.07,+61.68,-33.95,1
1670.8728,1008.34,22.2,42.02,+61.68,-33.01,1
1670.9987,1008.46,22.2,40.99,+61.50,-34.22,1
1671.1313,1008.47,22.2,40.90,+61.50,-34.30,1
1671.2658,1008.43,22.2,41.24,+61.50,-33.96,1
1671.3992,1008.51,22.2,40.56,+61.50,-34.64,1
1671.5329,1008.49,22.2,40.73,+61.50,-34.47,1
1671.6673,1008.46,22.2,40.99,+61.50,-34.22,1
1671.8016,1008.51,22.2,40.56,+61.50,-34.64,1
1671.9404,1008.47,22.2,40.90,+61.38,-34.42,1
1672.0746,1008.46,22.2,40.99,+61.38,-34.33,1
1672.2091,1008.48,22.2,40.81,+61.38,-34.50,1
1672.3435,1008.39,22.2,41.59,+61.38,-33.73,1
1672.4766,1008.45,22.2,41.07,+61.38,-34.25,1
1672.6109,1008.46,22.2,40.99,+61.38,-34.33,1
1672.7447,1008.43,22.2,41.24,+61.38,-34.07,1
1672.8775,1008.47,22.2,40.90,+61.38,-34.42,1
1673.0149,1008.50,22.2,40.64,+61.29,-34.76,1
1673.1495,1008.32,22.2,42.19,+61.29,-33.22,1
1673.2822,1008.46,22.2,40.99,+61.29,-34.42,1
1673.4164,1008.44,22.2,41.16,+61.29,-34.25,1
1673.5509,1008.44,22.2,41.16,+61.29,-34.25,1
1673.6843,1008.39,22.2,41.59,+61.29,-33.82,1
1673.8191,1008.48,22.2,40.81,+61.29,-34.59,1
1673.9579,1008.44,22.2,41.16,+61.22,-34.32,1
1674.0908,1008.43,22.2,41.24,+61.22,-34.24,1
1674.2252,1008.45,22.2,41.07,+61.22,-34.41,1
1674.3594,1008.44,22.2,41.16,+61.22,-34.32,1
1674.4923,1008.39,22.2,41.59,+61.22,-33.89,1
1674.6266,1008.37,22.2,41.76,+61.22,-33.72,1
1674.7624,1008.44,22.2,41.16,+61.22,-34.32,1
1674.8957,1008.46,22.2,40.99,+61.22,-34.49,1
1675.0317,1008.44,22.2,41.16,+61.16,-34.39,1
1675.1656,1008.45,22.2,41.07,+61.16,-34.47,1
1675.3001,1008.45,22.2,41.07,+61.16,-34.47,1
1675.4344,1008.46,22.2,40.99,+61.16,-34.56,1
1675.5675,1008.51,22.2,40.56,+61.16,-34.99,1
1675.6991,1008.45,22.2,41.07,+61.16,-34.47,1
1675.8331,1008.36,22.2,41.84,+61.16,-33.70,1
1675.9689,1008.46,22.2,40.99,+61.06,-34.65,1
1676.1003,1008.46,22.2,40.99,+61.06,-34.65,1
1676.2344,1008.36,22.2,41.84,+61.06,-33.80,1
1676.3689,1008.45,22.2,41.07,+61.06,-34.57,1
1676.5021,1008.46,22.2,40.99,+61.06,-34.65,1
1676.6335,1008.47,22.2,40.90,+61.06,-34.74,1
1676.7674,1008.49,22.2,40.73,+61.06,-34.91,1
1676.9026,1008.43,22.2,41.24,+61.06,-34.40,1
1677.0367,1008.34,22.2,42.02,+61.01,-33.67,1
1677.1706,1008.38,22.2,41.67,+61.01,-34.02,1
1677.3042,1008.46,22.2,40.99,+61.01,-34.70,1
1677.4367,1008.45,22.2,41.07,+61.01,-34.62,1
1677.5698,1008.45,22.2,41.07,+61.01,-34.62,1
1677.7036,1008.48,22.2,40.81,+61.01,-34.87,1
1677.8361,1008.44,22.2,41.16,+61.01,-34.53,1
1677.9727,1008.45,22.2,41.07,+60.96,-34.67,1
1678.1072,1008.38,22.2,41.67,+60.96,-34.07,1
1678.2422,1008.45,22.2,41.07,+60.96,-34.67,1
1678.3737,1008.51,22.2,40.56,+60.96,-35.18,1
1678.5095,1008.44,22.2,41.16,+60.96,-34.58,1
1678.6436,1008.44,22.2,41.16,+60.96,-34.58,1
1678.7754,1008.54,22.2,40.30,+60.96,-35.44,1
1678.9092,1008.53,22.2,40.38,+60.96,-35.35,1
1679.0478,1008.49,22.2,40.73,+60.93,-35.04,1
1679.1807,1008.49,22.2,40.73,+60.93,-35.04,1
1679.3153,1008.43,22.2,41.24,+60.93,-34.52,1
1679.4500,1008.47,22.2,40.90,+60.93,-34.87,1
1679.5837,1008.49,22.2,40.73,+60.93,-35.04,1
1679.7179,1008.54,22.2,40.30,+60.93,-35.47,1
1679.8526,1008.49,22.2,40.73,+60.93,-35.04,1
1679.9895,1008.44,22.2,41.16,+60.90,-34.65,1
1680.1243,1008.57,22.2,40.04,+60.90,-35.76,1
1680.2585,1008.49,22.2,40.73,+60.90,-35.08,1
1680.3912,1008.53,22.2,40.38,+60.90,-35.42,1
1680.5258,1008.53,22.2,40.38,+60.90,-35.42,1
1680.6612,1008.47,22.2,40.90,+60.90,-34.91,1
1680.7938,1008.52,22.2,40.47,+60.90,-35.33,1
1680.9314,1008.56,22.2,40.13,+60.88,-35.69,1
1681.0661,1008.52,22.2,40.47,+60.88,-35.35,1
1681.1989,1008.59,22.2,39.87,+60.88,-35.95,1
1681.3323,1008.53,22.2,40.38,+60.88,-35.44,1
1681.4661,1008.53,22.2,40.38,+60.88,-35.44,1
1681.5996,1008.54,22.2,40.30,+60.88,-35.52,1
1681.7330,1008.49,22.2,40.73,+60.88,-35.09,1
1681.8678,1008.56,22.2,40.13,+60.88,-35.69,1
1682.0056,1008.56,22.2,40.13,+60.88,-35.69,1
1682.1382,1008.56,22.2,40.13,+60.88,-35.69,1
1682.2727,1008.57,22.2,40.04,+60.88,-35.78,1
1682.4066,1008.60,22.2,39.78,+60.88,-36.04,1
1682.5391,1008.52,22.2,40.47,+60.88,-35.35,1
1682.6734,1008.53,22.2,40.38,+60.88,-35.44,1
1682.8094,1008.52,22.2,40.47,+60.88,-35.35,1
1682.9453,1008.55,22.2,40.21,+60.86,-35.63,1
1683.0798,1008.52,22.2,40.47,+60.86,-35.37,1
1683.2148,1008.50,22.1,40.63,+60.86,-35.21,1
1683.3489,1008.55,22.2,40.21,+60.86,-35.63,1
1683.4832,1008.50,22.1,40.63,+60.86,-35.21,1
1683.6173,1008.54,22.2,40.30,+60.86,-35.54,1
1683.7508,1008.56,22.2,40.13,+60.86,-35.71,1
1683.8855,1008.53,22.2,40.38,+60.86,-35.45,1
1684.0222,1008.61,22.2,39.70,+60.76,-36.25,1
1684.1549,1008.57,22.2,40.04,+60.76,-35.90,1
1684.2887,1008.56,22.2,40.13,+60.76,-35.82,1
1684.4242,1008.59,22.2,39.87,+60.76,-36.07,1
1684.5559,1008.59,22.2,39.87,+60.76,-36.07,1
1684.6907,1008.59,22.2,39.87,+60.76,-36.07,1
1684.8256,1008.57,22.2,40.04,+60.76,-35.90,1
1684.9621,1008.57,22.2,40.04,+60.65,-36.01,1
1685.0957,1008.63,22.2,39.53,+60.65,-36.52,1
1685.2297,1008.63,22.2,39.53,+60.65,-36.52,1
1685.3614,1008.56,22.1,40.11,+60.65,-35.94,1
1685.4957,1008.60,22.2,39.78,+60.65,-36.27,1
1685.6289,1008.59,22.2,39.87,+60.65,-36.18,1
1685.7604,1008.66,22.2,39.27,+60.65,-36.78,1
1685.8944,1008.63,22.2,39.53,+60.65,-36.52,1
1686.0203,1008.69,22.2,39.01,+60.57,-37.12,1
1686.1525,1008.60,22.2,39.78,+60.57,-36.35,1
1686.2853,1008.59,22.2,39.87,+60.57,-36.26,1
1686.4194,1008.59,22.2,39.87,+60.57,-36.26,1
1686.5565,1008.58,22.2,39.96,+60.57,-36.17,1
1686.6887,1008.61,22.2,39.70,+60.57,-36.43,1
1686.8234,1008.55,22.2,40.21,+60.57,-35.92,1
1686.9611,1008.55,22.2,40.21,+60.47,-36.01,1
1687.0948,1008.53,22.2,40.38,+60.47,-35.84,1
1687.2294,1008.55,22.2,40.21,+60.47,-36.01,1
1687.3635,1008.59,22.2,39.87,+60.47,-36.36,1
1687.4962,1008.55,22.2,40.21,+60.47,-36.01,1
1687.6303,1008.60,22.2,39.78,+60.47,-36.44,1
1687.7641,1008.54,22.2,40.30,+60.47,-35.93,1
1687.8962,1008.55,22.2,40.21,+60.47,-36.01,1
1688.0337,1008.59,22.2,39.87,+60.40,-36.43,1
1688.1679,1008.58,22.2,39.96,+60.40,-36.34,1
1688.3009,1008.62,22.2,39.61,+60.40,-36.68,1
1688.4357,1008.57,22.2,40.04,+60.40,-36.26,1
1688.5701,1008.62,22.2,39.61,+60.40,-36.68,1
1688.7037,1008.62,22.2,39.61,+60.40,-36.68,1
1688.8387,1008.65,22.2,39.36,+60.40,-36.94,1
1688.9766,1008.64,22.2,39.44,+60.36,-36.90,1
1689.1085,1008.59,22.2,39.87,+60.36,-36.47,1
1689.2437,1008.61,22.2,39.70,+60.36,-36.65,1
1689.3782,1008.65,22.2,39.36,+60.36,-36.99,1
1689.5095,1008.64,22.2,39.44,+60.36,-36.90,1
1689.6427,1008.59,22.2,39.87,+60.36,-36.47,1
1689.7778,1008.60,22.2,39.78,+60.36,-36.56,1
1689.9098,1008.63,22.2,39.53,+60.36,-36.82,1
1690.0451,1008.63,22.2,39.53,+60.30,-36.88,1
1690.1783,1008.58,22.2,39.96,+60.30,-36.45,1
1690.3133,1008.57,22.2,40.04,+60.30,-36.36,1
1690.4447,1008.53,22.2,40.38,+60.30,-36.02,1
1690.5778,1008.59,22.2,39.87,+60.30,-36.53,1
1690.7118,1008.56,22.2,40.13,+60.30,-36.28,1
1690.8472,1008.55,22.2,40.21,+60.30,-36.19,1
1690.9832,1008.56,22.2,40.13,+60.22,-36.35,1
1691.1173,1008.59,22.2,39.87,+60.22,-36.61,1
1691.2508,1008.54,22.2,40.30,+60.22,-36.18,1
1691.3854,1008.62,22.2,39.61,+60.22,-36.87,1
1691.5197,1008.59,22.2,39.87,+60.22,-36.61,1
1691.6512,1008.61,22.2,39.70,+60.22,-36.78,1
1691.7850,1008.60,22.2,39.78,+60.22,-36.70,1
1691.9201,1008.64,22.2,39.44,+60.22,-37.04,1
1692.0544,1008.55,22.2,40.21,+60.16,-36.33,1
1692.1893,1008.57,22.2,40.04,+60.16,-36.50,1
1692.3229,1008.58,22.2,39.96,+60.16,-36.58,1
1692.4552,1008.55,22.2,40.21,+60.16,-36.33,1
1692.5883,1008.56,22.2,40.13,+60.16,-36.41,1
1692.7220,1008.60,22.2,39.78,+60.16,-36.76,1
1692.8537,1008.66,22.2,39.27,+60.16,-37.27,1
1692.9902,1008.64,22.2,39.44,+60.16,-37.10,1
1693.1238,1008.55,22.2,40.21,+60.16,-36.33,1
1693.2574,1008.56,22.2,40.13,+60.16,-36.41,1
1693.3890,1008.58,22.2,39.96,+60.16,-36.58,1
1693.5224,1008.57,22.2,40.04,+60.16,-36.50,1
1693.6552,1008.54,22.2,40.30,+60.16,-36.24,1
1693.7868,1008.57,22.2,40.04,+60.16,-36.50,1
1693.9240,1008.55,22.2,40.21,+60.10,-36.39,1
1694.0569,1008.58,22.2,39.96,+60.10,-36.65,1
1694.1902,1008.53,22.2,40.38,+60.10,-36.22,1
1694.3239,1008.57,22.2,40.04,+60.10,-36.56,1
1694.4576,1008.58,22.2,39.96,+60.10,-36.65,1
1694.5901,1008.62,22.2,39.61,+60.10,-36.99,1
1694.7234,1008.57,22.2,40.04,+60.10,-36.56,1
1694.8573,1008.59,22.2,39.87,+60.10,-36.73,1
1694.9920,1008.58,22.2,39.96,+60.10,-36.65,1
1695.1271,1008.62,22.2,39.61,+60.10,-36.99,1
1695.2597,1008.61,22.2,39.70,+60.10,-36.90,1
1695.3929,1008.55,22.2,40.21,+60.10,-36.39,1
1695.5248,1008.58,22.2,39.96,+60.10,-36.65,1
1695.6592,1008.64,22.2,39.44,+60.10,-37.16,1
1695.7926,1008.60,22.2,39.78,+60.10,-36.82,1
1695.9267,1008.57,22.2,40.04,+60.10,-36.56,1
1696.0593,1008.58,22.2,39.96,+60.10,-36.65,1
1696.1938,1008.61,22.2,39.70,+60.10,-36.90,1
1696.3256,1008.60,22.2,39.78,+60.10,-36.82,1
1696.4595,1008.62,22.2,39.61,+60.10,-36.99,1
1696.5926,1008.59,22.2,39.87,+60.10,-36.73,1
1696.7274,1008.62,22.2,39.61,+60.10,-36.99,1
1696.8597,1008.56,22.2,40.13,+60.10,-36.48,1
1696.9955,1008.57,22.2,40.04,+60.10,-36.56,1
1697.1291,1008.57,22.2,40.04,+60.10,-36.56,1
1697.2621,1008.56,22.2,40.13,+60.10,-36.48,1
1697.3956,1008.58,22.2,39.96,+60.10,-36.65,1
1697.5289,1008.62,22.2,39.61,+60.10,-36.99,1
1697.6619,1008.64,22.2,39.44,+60.10,-37.16,1
1697.7954,1008.63,22.2,39.53,+60.10,-37.08,1
1697.9319,1008.63,22.2,39.53,+60.13,-37.05,1
1698.0655,1008.66,22.2,39.27,+60.13,-37.30,1
1698.1977,1008.66,22.3,39.28,+60.13,-37.29,1
1698.3313,1008.71,22.3,38.85,+60.13,-37.72,1
1698.4654,1008.64,22.3,39.45,+60.13,-37.12,1
1698.5970,1008.62,22.2,39.61,+60.13,-36.96,1
1698.7308,1008.61,22.2,39.70,+60.13,-36.88,1
1698.8659,1008.61,22.3,39.71,+60.13,-36.86,1
1698.9990,1008.62,22.3,39.63,+60.13,-36.95,1
1699.1325,1008.64,22.3,39.45,+60.13,-37.12,1
1699.2665,1008.62,22.3,39.63,+60.13,-36.95,1
1699.4002,1008.61,22.3,39.71,+60.13,-36.86,1
1699.5345,1008.58,22.3,39.97,+60.13,-36.60,1
1699.6680,1008.54,22.3,40.31,+60.13,-36.26,1
1699.8021,1008.58,22.3,39.97,+60.13,-36.60,1
1699.9386,1008.55,22.3,40.23,+60.23,-36.25,1
1700.0711,1008.56,22.3,40.14,+60.23,-36.33,1
1700.2045,1008.61,22.3,39.71,+60.23,-36.76,1
1700.3364,1008.61,22.3,39.71,+60.23,-36.76,1
1700.4709,1008.58,22.3,39.97,+60.23,-36.50,1
1700.6045,1008.60,22.3,39.80,+60.23,-36.67,1
1700.7363,1008.51,22.3,40.57,+60.23,-35.90,1
1700.8703,1008.58,22.3,39.97,+60.23,-36.50,1
1701.0076,1008.66,22.3,39.28,+60.33,-37.09,1
1701.1393,1008.61,22.3,39.71,+60.33,-36.66,1
1701.2729,1008.55,22.3,40.23,+60.33,-36.15,1
1701.4061,1008.56,22.3,40.14,+60.33,-36.23,1
1701.5401,1008.53,22.3,40.40,+60.33,-35.97,1
1701.6734,1008.58,22.3,39.97,+60.33,-36.40,1
1701.8070,1008.60,22.3,39.80,+60.33,-36.58,1
1701.9412,1008.55,22.3,40.23,+60.44,-36.03,1
1702.0740,1008.59,22.3,39.88,+60.44,-36.37,1
1702.2079,1008.57,22.3,40.06,+60.44,-36.20,1
1702.3413,1008.61,22.3,39.71,+60.44,-36.54,1
1702.4735,1008.64,22.3,39.45,+60.44,-36.80,1
1702.6079,1008.66,22.3,39.28,+60.44,-36.97,1
1702.7409,1008.62,22.3,39.63,+60.44,-36.63,1
1702.8729,1008.58,22.3,39.97,+60.44,-36.29,1
1703.0110,1008.63,22.3,39.54,+60.54,-36.62,1
1703.1459,1008.60,22.3,39.80,+60.54,-36.36,1
1703.2778,1008.55,22.2,40.21,+60.54,-35.94,1
1703.4113,1008.61,22.2,39.70,+60.54,-36.46,1
1703.5448,1008.61,22.2,39.70,+60.54,-36.46,1
1703.6794,1008.55,22.2,40.21,+60.54,-35.94,1
1703.8115,1008.57,22.2,40.04,+60.54,-36.12,1
1703.9473,1008.62,22.2,39.61,+60.54,-36.55,1
1704.0812,1008.65,22.2,39.36,+60.54,-36.80,1
1704.2143,1008.67,22.2,39.18,+60.54,-36.97,1
1704.3477,1008.59,22.2,39.87,+60.54,-36.29,1
1704.4814,1008.66,22.2,39.27,+60.54,-36.89,1
1704.6128,1008.59,22.2,39.87,+60.54,-36.29,1
1704.7474,1008.60,22.2,39.78,+60.54,-36.37,1
1704.8815,1008.65,22.2,39.36,+60.54,-36.80,1
1705.0155,1008.56,22.2,40.13,+60.54,-36.03,1
1705.1501,1008.64,22.2,39.44,+60.54,-36.72,1
1705.2854,1008.63,22.2,39.53,+60.54,-36.63,1
1705.4169,1008.60,22.2,39.78,+60.54,-36.37,1
1705.5500,1008.65,22.2,39.36,+60.54,-36.80,1
1705.6837,1008.67,22.2,39.18,+60.54,-36.97,1
1705.8208,1008.64,22.2,39.44,+60.54,-36.72,1
1705.9561,1008.70,22.2,38.93,+60.70,-37.07,1
1706.0909,1008.61,22.2,39.70,+60.70,-36.30,1
1706.2261,1008.58,22.2,39.96,+60.70,-36.04,1
1706.3602,1008.57,22.2,40.04,+60.70,-35.95,1
1706.4944,1008.55,22.2,40.21,+60.70,-35.78,1
1706.6286,1008.60,22.2,39.78,+60.70,-36.21,1
1706.7619,1008.61,22.2,39.70,+60.70,-36.30,1
1706.8970,1008.59,22.2,39.87,+60.70,-36.13,1
1707.0326,1008.64,22.1,39.43,+60.70,-36.57,1
1707.1648,1008.65,22.1,39.34,+60.70,-36.65,1
1707.2998,1008.64,22.1,39.43,+60.70,-36.57,1
1707.4352,1008.59,22.1,39.86,+60.70,-36.14,1
1707.5681,1008.63,22.1,39.51,+60.70,-36.48,1
1707.7031,1008.66,22.1,39.26,+60.70,-36.74,1
1707.8379,1008.62,22.1,39.60,+60.70,-36.40,1
1707.9729,1008.63,22.1,39.51,+60.70,-36.48,1
1708.1063,1008.59,22.1,39.86,+60.70,-36.14,1
1708.2417,1008.64,22.1,39.43,+60.70,-36.57,1
1708.3745,1008.57,22.1,40.03,+60.70,-35.97,1
1708.5087,1008.62,22.1,39.60,+60.70,-36.40,1
1708.6425,1008.65,22.1,39.34,+60.70,-36.65,1
1708.7750,1008.56,22.1,40.11,+60.70,-35.88,1
1708.9098,1008.59,22.1,39.86,+60.70,-36.14,1
1709.0354,1008.64,22.1,39.43,+60.87,-36.40,1
1709.1677,1008.64,22.1,39.43,+60.87,-36.40,1
1709.3024,1008.63,22.1,39.51,+60.87,-36.32,1
1709.4373,1008.62,22.1,39.60,+60.87,-36.23,1
